ratings,reviews
5,"Bought this tablet for my fianc̩e daughter, after getting it home and set up, I decided to keep it for myself. Great screen and works great with my pair of Amazon echos. I love it and highly recommend it."
5,"This is my first Amazon e-reader-tablet and the second e-reader I have. It is easy to use once you get through the initial hoops. I like the free games and the fact that I new can load books from my computer to the tablet. And one thing, I am not in the market for a tablet but for a bigger e-reader. It is a lot better than the Nook that I have. I love this product"
4,Bought as a gift for parents who aren't tech savy but were able to use it with ease
5,"I have Bought several versions of this tablet for my kids over the years and have been ever impressed with it. I first got one for my son, the my oldest daughter to replace her children's tablet, which was worthless, this tablet gives you everything you could want and allows you to control what your kids access on it and even lets you see what they download onto it. if you want to set a time when it shuts off at night you can, when they can play games or use Netflixs you can...great product!"
5,Great gift for a younger person who wants a tablet
5,The fire is great. The size is really nice. Not to big. The clarity is really good.
5,This inexpensive tablet does everything I want it to do. I can read my books and magazines and keeps tabs on my kids and grandkids on Facebook. Very easy to use and crystal clear pictures and video.
5,"Great entry level tablet for kids or anyone that will not be heavily using a tablet. The 16 GB, is too small but can add an SD card. Beware only comes with 6GB of the 16 for your apps. Comes with bunch of preloaded Amazon apps."
5,This tablet is great. I loved the color and all the features it has. I will be buying more for my daughters. Great purchase
4,"What I expected. A better then budget tablet ata good price. Bought for the integration with Alexa and it works well, more info about your Alexa request will show up automatically on the tablet."
5,It's a excellent tablet for my kid she downloaded games and watch cartoons
5,I was looking for a Good tablet under $100..this delivered..getting used to Amazon apps LOL
5,Excellent ratio quality price. Lightweight. Good resolution and easy to use.
5,After long review decided to buy the Fire Tablet as a gift for a great frienday. She loves it! It's the perfect size and has all the features she was looking for in a tablet. Happy Birthday!
5,Love everything about my Kindle. I'm a long-term Amazon Prime member.
4,Great tablet for the price. My father in law likes the easy use of the tablet.
5,The Fire is an excellent table for many basic tasks.
2,Not a good product short battery life i can only use for 20 minutes
5,"I was looking for something to read on and this fit the bill for the right price.Great screen clarity, good adjustment too. Works well and the battery life is great. Size is nice too. Big enough for 1 hand if needed."
5,"This is a great tablet for books, games and web browsing. It is very user friendly, -and I would definitely recommend this product!"
5,I enjoy to use the reader and like the idea that I can go to the internet from the Kindle.
5,I thought that this tablet was junk but it has surpassed my expectations
5,"I wasn't really expecting much, however I was pleasantly surprised.It feels solid, responsive, screen is good.For the price its a bargain!!"
4,Good if you want something inexpensive and Will do the minimum very well.
5,"I like this ipads for my baby and me too,special and super ok thanks byee"
5,I found it to be very versatile and enjoyable benefiting from a touch screen.
5,Ipad killer! A fierce tablet at a convinient price!
4,bought as a gift she loves it all kinds of apps easy to use and even easyer with amazon prime
4,I bought it as the display for my Echo. Turning on Voicecast routes information to the tablet with the voice reaponse. It'S been exactly what I hoped it would be and the price was right.
5,"This tablet is exactly what I was looking for to take on trips. The kids can watch their movies and videos, or I can read from my kindle library. Perfect size."
5,I bought this as a gift for my son and I know he will love it he has the old kindle fire as likes it a lot
5,"My mom had an old one, she was so excited to get this one."
5,Works great and is fast. Great for reading and internet use
1,"This Kindle is so overloaded with apps that I will never use. Despite what one of Best Buys' associates said, you cannot remove any of the Amazon apps. The apps take up too much of the memory. I have an I Pad and love but bought this as a backup for work. Unfortunately, it bogs down. I also don't like that Amazon wants access to too much info to set up email, so I won't use this for emails either. I will likely sell it on Craig's List for less than half of what I paid for it."
3,"Fine for reading, ...haven't used it for anything else yet"
5,"I have been using a Kindle Fire for a couple of years. It was a good tablet, until the screen went black. Best Buy replaced it and I couldn't have been more pleased. I enjoy reading on my Kindle Fire HD more than ever. Try it and you'll buy it!"
5,"A viable substitute for the more expensive I Pad especially for kids wanting a tablet. You can download books, games, email and access the internet. Parental controls are easily enabled."
5,blueray is just twhat I was I was looking for great for watching movies thank you
5,Love best buy and I shop at Best Buy I always buy my TV for me and my kids I buy my kids tablets at Best Buy Love Best Buy
5,"Got this for my mom for her birthday, and she absolutely loves it. Great tablet for the price point, good tablet overall."
5,I love all of them. I would recommend going to Best Buy and buying a kindle fire before they are sold out!
4,Nice size screen easy and light weight to take to class
4,This tablet is great for my son. Would be nice if it had a little more horsepower
5,"My 76 year old mom loves this! She now has something to do while waiting in doctors offices - loves to read, do crosswords, etc."
4,I enjoy it more then the I-pad that its replacing. Easy to read in any light and the size is perfect for travel.
5,"I absolutely love my kindle 8! Great picture, storage & sound. Can't live without my kindle!"
1,I liked it at first except the browser is kind of clunky. Also you can. It use all android Apps. The worst thing though was mine just stopped working in the middle of watching a movie on a long plane flight. It was fully charged. I have tried recharging and turning on etc. it is just a blank screen and off. Kind of a cool paperweight. Hope I can get my money back. Or get a new one.
5,Love my mine! Works great with prime! And I have all my best movies!
4,I bought this for my dad in his late 60s mainly to listen to music and read ebooks borrowed from the library. I set it up for him and he loves it. I just don't like that it has ads on the start up unless you pay to get rid of them.
4,Enjoy reading books on it as well as viewing videos.
5,Got two for my mom's and they love it. So many great features!!!
5,this tablet is awesome. the fact that I can use a micro sd card to have more memory and can listen to my content on the card is great. the additional screen size is what I wanted and it has not disappointed. this was a great purchase!!!
5,"I'm very happy with my Kindle Fire. Beyond being able to read books, it does all sorts of things and is able to download a huge variety of apps. It also holds a charge very long. The size is perfect and portable, yet the screen is much larger than a smartphone, which I love. I would definitely recommend this tablet to others!"
5,The Amazon Fire HD 8 is an awesome device. THE PRICE OF THIS TABLET IS MIND BOGGLING!! This tablet has everything you would expect and want in a tablet and more. It has Amazon Store and Amazon Prime preloaded. It's so much fun and so easy to use. THE PERFORMANCE OF THIS TABLET IS UNBELIEVABLE. You never stop thinking about the modest price you paid for such a fantastic tablet. It feels comfortable in your hands. The design is nice. The size is adequate for all tablet use. You can expand the memory storage of this device an additional 240GB. Can you believe it? Outstanding!!
5,Bought as a Christmas present. Son uses it to watch youtube and Netflick. Works great.
4,The overall design makes it fir very nice in the hand. It is very easy to setup and has features that I did not utilize on previous Fire tablets. I like the camera and the Blue Shade ability. I like to read before bed and the color really does help me wind down. Long lasting battery!
5,Got this Fire tablet for my youngest daughter for Christmas and she loves it. I also love the option to restrict apps and content for her age!
5,I bought two of these Amazon Fire HD tablets in December as Christmas gifts. Both recipients are happy with these as gifts. I plan to purchase one in the near future for myself.
5,"Biting as a gift, my only concern was the size and the Amazon interface. It was easy enough to download the Google play store, so it was familiar to the user. Size was an initial concern, but it was just right to watch movies without being so cumbersome."
5,My son really likes the larger screen to play games.
5,Very easy to use and has so much to offer for the low price.
5,"great product, easy to use, love the lighted pad, ease of down loading books,"
5,They were using them on Christmas morning!! It didn't take them long too be getting the best from those tablets
4,So I think I would have rated 5 stars however when I got my tablet home my 8 year old used it for a total of 2hrs...the next day it had a reboot screen similar to Dos windows. Excellent customer service at store allowed me to exchange next day. No problems with the second one. Great tablet for the price.
5,i love it amazon is nice read book on it play games on it
5,I bought this Kindle as a gift for my mother so she could access her Facebook account easily. She loves the ease of using it. I have 3 kindle tablets in my home and they are used daily. My mother uses hers for email and some light gaming and for watching Netflix as well. Very satisfied.
5,I wanted a low cost internet device to feed internet radio choices into my stereo. This fit the bill well. I use the headphone jack to connect with my stereo and get great sound. I don't use most of the other apps that come on the device.
5,"The Kindle Fire is a wonderful, small device to use for a multitude of tasks. We use it mostly as an ereader and has been so simple to use. So happy we chose this one. It is lightweight and convenient to take with you."
5,"I bought this as a temporary replacement for my wife's 11"" Kindle Fire HD that was out for service. She liked this 8"" model so much that she continued using it after the 11"" one returned."
4,"I tested this item before I gave it as a gift. It is simple enough for the needs of browsing, social media and entertainment. Definitely best price for simple needs compared to spending $100s on an iPad"
4,"This feels like an affordable tablet. While not the best in class, it isn't priced to be that either. Works well. Happy with purchase."
4,Great for watching sports events away from home but within wi fi range.
5,So easy to download and then read. Enjoy reading that I can take anywhere without the heaviness of a book
5,"I bought this after subscribing to an Amazon Prime membership. This is a great little tablet at such a low price.. too good of a deal to pass up when it was on sale. It has the ability to talk to Alexa, surf the web, listen to music and read books/magazines (lots of free music and books for Prime members)."
1,"If ads dont bother you, then this may be a decent device. Purchased this for my kid and it was loaded down with so much spam, it kept loading it up making it slow and laggy. Plus the carrasoul loadout makes it hard to navigate for kids, not very kid friendly! Oh you can pay $15 to remove the ads but it wont remove them all. Buy the samsung, better everything!"
5,"This is my second Fire, I'm upgrading from the 2nd generation 7"" model. Love the screen resolution. Movies and videos are sharp and no pixelating. The camera is a bonus my first version did not have. All together this was a great buy for under $100 on sale. Thank you Best Buy."
4,"I would buy it again and have twice over already. I actually bought the kids fire kindle and bought this for my wife, her's was lost and she borrowed my sons kid fire kindle I ended up buying her this again, and would buy it again. I would recommend buying a sd card it fills up fast without out it but it is a lot cheaper to buy the lower GB kindle and then buy a good sd card."
5,"This tablet has it all. Amazon offers tons of free apps, hundreds of thousands of free e-books and tons of free games. The tablet is intuitive and intelligent. I seamlessly enjoy streaming my favorite shows and reading articles, books and periodicals. What I love most is that the tablet doesn't place all apps on the device, but uses the users miro SD card instead for up to 200GB of additional storage for a dizzying amount of storage for more games, apps, books and movies that can be downloaded and enjoyed. It also allows the owner to share the device with family members, delegating each member an account personalized and tailored to that individual. There is even an option to create children's accounts--extra bonus. I am able to mirror the content from the tablet onto my Samsung Smart television. I will definitely consider Amazon first and foremost when making any future tablet purchases. It maintains a charge for a good deal of time, alleviating the need to be near an outlet to enjoy using it. I can charge it in the evening and use it for several hours the next day, sometimes two days. No one will ever create a tablet that is more considerate of the owner/end-user."
5,I love to read and this tablet makes it so easy to carry an entire library with me everywhere. I have also become addicted to the free underground games.
5,"Bought this 8"" model to use in addition to my current 3 year old Kindle Fire HD (7 inch model). So far I am very pleased with the quality of this unit. The slightly larger screen makes watching movies much better. I didn't want the larger 10"" screen (yet)."
5,"I purchased this on Black Friday because I could pass on the price. The tablet works great for basic internet needs and great for shopping on Amazon. If I were to purchase another Android Tablet, I will look for something with a little more power since this tablet slows when multi-tasking."
5,"I bought this for my son (he's 1.5 years old) so he could play basic toddler games, but I found the tablet to be extremely useful for school with it's large screen and super long battery life. I'm waiting for the Surface Pro 5 but this tablet that I got for so cheap is making me second guess paying so much! For basic lecture taking notes and watching Netflix or Hulu and kid games, this can't be beat."
5,The best tablet for the price i use it everyday to watch youtube videos
5,Great purchase for my granddaughter for Christmas.
5,This tablet is perfect for just about anything you could want to do on a tablet.
4,My grandmother enjoys this tablet ... it use as her reader.
5,"Great item at great price, MY WIFE LOVES IT AND WONT PUT IT DOWN!"
5,great black friday deal for a mediocre tablet. android os though!
5,"Wanted a tablet at a cheap price and this item fit the bill. Bought on Black Friday which made the price even better. The screen looks good and the performance for the apps I have used so far have met expectations. I mainly used for surfing the web, youtube, and netflix. This device handles each with ease. Overall, I am satisfied with this device."
5,"Works well; no issues with reboots or system hangs.. Good size - not too big and not too small. Screen is good for reading. Battery life is good, I've bought a few books from Amazon but mostly side-loaded books from the library onto a 32 GB micro sd card."
3,"Though I have got it for cheap price during black friday, this Fire is not that great. Very bad camera and dim screen resolution. Pros:Install Google Play without any hassleVery good book reading option"
5,"I got this for my son and he loves it! He can play games, watch movies, you tube videos, and use the internet for help with homework. He also loves all the books, and aps. Was a great black Friday deal should have gotten one for myself."
4,I got it at a great price. They price matched for me. Much faster then getting my laptop out to check email
5,I purchased this product for my youngest son! He loved the color and the size. The storage is great for the number of activities that he has downloaded!
5,Was looking for a tablet to run my remote music server with from my easy chair. My first tablet I bought at about the same price ran through the battery in an hour. Amazon product is much better for battery life and image quality is very nice.
5,This product is easy to use. Screen size is great. Would recommend to anyone.
5,I got it for my kid and she loves it. The amazon free time and prime well worth the money
5,"Best tablet around, cheaper than most and does just as much as other tablets. Great buy, it works perfect! Battery lasts a few days too."
5,She likes to read books and this is a fast and cheap way for her to do so
5,It's a great buy. Just to read emails and go on the web
5,Great Christmas gifts for the kids. Hours of fun and games.
5,I purchased this tablet mostly for entertainment. I enjoy playing games and this tablet is great for that purpose. Also plan on using it for reading electronic books.
5,Very nice quality product. East to set up and use.
5,So much more screen size than previously kindles. Fast charging. Longer battery life.
5,"Purchased for my mom to read ebooks, great performance, screen looks good, easy to use. Very happy with this purchase."
5,less expensive than last year with so many more features and bigger screen!
5,Bought for my wife for X-mas and she loves it. Hasn't put it down
3,"This is a good product for video, surfing and reading. However this version has dropped all android support as far as I can tell. I have a couple of apps that run on my old Fire just fine but are extremely problematic on this one. There is one app I use everyday but it doesn't work on this new Fire, so I have to keep the old one around. Kind of inconvenient. I would recommend seeing if your app is supported on this Fire before dropping the money."
5,This was a reasonable replacement for a broken tablet.
4,Purchased this tablet for my two year old son. It is easy for him to use and has been surprisingly durable. Would recommend the replacement plan if purchasing for a child.
5,"Better and faster than Kindle 7"". Great performance for the price."
5,"Love it, easy to operate. Very reasonable price - on sale."
4,Good product. Onboard storage does fill up quickly.
4,Bought as a gift to my dad and he likes it so far. It's fast enough for apps and great for reading
4,"Works great but the app store is nothing like that of Apple or Google. Fortunately, you can install many Android apps from 1Mobile. The screen is fabulous and it's great at its roots: making reading books fun."
4,"I love this tablet. I know it's not an iPad or any of the big tablets but it does just what I need it to do. I've had it a few weeks now. I've downloaded videos, read a few books and played some games. I've had zero problems so far. I know it's not the best video, but for the price of the tablet I don't expect it to look like my flat screen TV. I'm trying not to load too many things to keep it from slowing down. So far so good. Browsing the internet is easy too. I'm getting used to the browser and the app store for Amazon. For the price of this tablet it's not too shabby!!!"
5,You can do some many things and the best part apps for free on Amazon underground!
5,"Works great for my 6 year old. Wanted an inexpensive tablet for himsince he can be pretty rough with things. So far so good, and we love the FreeTime app."
4,Was looking to get an inexpensive tablet that ran Android. The Amazon Fire tablet was a much better value than other similar products. Have been very happy with the tablets durability and quality so far too. Would recommend to anyone looking for a lower-end tablet.
5,Bought 2 for each of our teenagers and they just love it... Very cool reading features and zero buffering while watching Netflix.
4,Good quality product. Clear display and easy to use.
5,"My mother, husband, and daughter all enjoy using Fire. It's a great way to stay preoccupied."
5,Out of all the tablet choices out there we buy these for our children over any other. You can't beat the price and durability.
5,very good product and right on the cost! Great gift for the holidays.
4,Purchased this for reading and the price. Good value for money.
5,"Great for reading, game playing, searching the web and social media."
5,"I really like the Fire IS 8 16gb, it is fast and smooth."
4,Does everything a regular tablet can and for the price you really can't beat it
5,This is so easy to use and does exactly what I hoped.
5,Great tablet for streaming ! good internet connection along with a nice display
5,Bought it as an e-reader. Convenient and easy to use. Text is very readable. I am pleased.
4,"This is a nice little tablet for the $60 I paid on black Friday. At the regular price I would probably have gone with something a little less restricted and without so much Amazon content. The lock screen ads aren't much of a problem, I understand Amazon sells these cheap and gets it back via ads, but the 15-20 Amazon apps are a little much. It would be easier to stomach if you could add the ones you want or remove the ones you don't. That said, I was able to install the Google Play store and this tablet does everything I need it to do. Overall, I'm pretty happy with the purchase. It's a nice new toy. One note: In the online photos the magenta looks purple. It's actually pink. If you like purple, get a black one and a purple case."
5,So cool after playing with this for a while now I would never spend the money on an apple for what I am doing with it.
5,Love the new fire hd 8. Price is amazing and if you are an amazon prime mbr its even better! Great for the kids as you can lock their profiles to a kids mode and they can't buy anything. If i had one downfall its the smaller amount of apps available than apple or google play.
5,"Had the Fire HD 7"" before and just wanted to upgrade. Loving it so far and really enjoying the bigger screen!"
5,The tablet is not for me it is for a Christmas gift
5,This was a great buy for my son. He needed something that he could easily transport and that woudl allow him to access the internet and various forms of media. This was a perfect choice since he also has a amazon Prime account.
5,"This was replacement for my wife's original iPad and broken Kindle Paperwhite. She loves it, as it does basically everything both of the previous devices did in one unit that is easy to use, has good battery life, very nice screen resolution and good size for her. Great value, especially compared to an iPad."
5,for the price this is a great works well the for the price display is hd love it
5,"for the money, you will be well pleased, I think it is a big bargain !"
5,"I purchased this tablet for my mother, but I set it up and tested it out. It is super fast! I have the original Kindle Fire and all I can say is Amazon has come a long way! The new Fire HD8 is so much better than the original! I like it so much that I am thinking of purchasing one for myself! I would highly recommend this tablet to anyone!"
4,"I have had a Kindle before, and needed a new one as the old one would no longer charge very well. Still adjusting to some different features from the original one. Do not like the fact that it is difficult to find a case for this one."
5,"Very happy with this purchase, it was exactly what I was looking for"
5,"My original Kindle Fire no longer accepted a charge. I wasn't going to replace it, because I bought an iPad. When I saw the HD8 in a kiosk in a BB store, I realized how much better I liked the size and feel of it for reading books (the iPad is preferred for other things). This Fire's clarity is much improved over my old one, plus it responds better. I don't like that I can't choose a photo for the locked screen - that it HAS to be an advertisement. I also don't like that it usually takes a few trys to unlock. Menial issues from my perspective."
4,"It's a good starter tablet, to bad it runs on the Amazon OS."
4,Got this for my sister as a Christmas present and she loved it.Easy to use and great for books.
5,"This is my third Kindle, I still have the other two; however, this has a camera and much larger screen. I would take this product any day over a tablet."
4,Look forward to hearing more from my grandkids so far they love it
4,"Good small tablet for all purposes for reading, playing games"
5,My wife and kids love easy to use and the size is perfect
5,Great tablet for beginners! Very light and screen is wide. Enjoy using for travels.
4,Fast processing great battery reads to me when my eyes bother me. Expandable memory a big plus.
4,The new kindle fire hd is good and my son loves it
5,Got this for my grandmother and she absolutely loves it.
4,She loves to use it to watch Netflix and play games
5,This is just the right size and can put games on it just like an iPad.
4,I wanted a new kindle fir a while. The price was right
3,"The display is not as sharp and vivid as they say but still good. Probably better for reading than watching videos. We didn't really get it for the games, but there is a good selection. WiFi works well and internet browsing is fast."
5,The Kindle is a great way to read and watch videos with ease!
4,Exciting tablet still amazed by the ease of use great product all in all
4,"Couldn't beat the value for this with the Black Friday price. They aren't the best tablets, but they do a lot for the price."
5,"great size,sound and battery. just buy it already."
4,Love the tablet mainly use for games and internet. Grrat product foe the price.
4,"She hasn't used the it yet, but my son did a quick check and it seems just fine."
5,"I've had my other Kindle Fire for 5-6 years. It's still working but slowing down. I bought the updated version while it was on sale. I love it! I play games on it, download books, check my email and facebook. It's like a portable mini computer and I wouldn't be without it. I like it better than other people's tablets and you can't beat the price. I bought some for gifts and everybody loves it! I'd recommend it to people of all ages."
5,"Great product, no complaints at all,good for kids and adults"
4,"At ninety dollars, the expectionations are low, but this is still a very good table, it's good for light use like watching videos or web browsing, but the camera is a bit lacking, and at certain times the device can freeze or lag. Overall this is a good tablet for $90, I would recommend this to anyone on a budget."
3,Good starter unit. Easy for a beginner to use. Priced low to give you a taste of the tablet world.
4,"The Parental Options need some work. You can't even log in to a child account until you have Apps loaded for them to use. Also a kid's login doesn't have access to pre-loaded apps (like the calculator). Seems really odd to me that you can't give them access to basic functionality of the tablet.Otherwise, the tablet itself works great."
5,"Bought a Fire HD 8 tablet for my wife. She doesn't like using computers and avoids smartphones, but her new tablet is a big hit. She uses it to play games and to stream movies and radio programs. I use it for everything else -- reading news, checking e-mail, online shopping, etc. It was very easy to set up and even easier to use. Plenty of speed and capacity to do everything we want."
5,We already own kindles so we know they are great ! My son is going to live this!
5,I purchased 2 of these FIre HD tablets as gifts. They pack a lot of punch for the price. I helped set them up so I was able to get an idea of how they are going to work. The screen was very nice and clear. Speed of tablet was good. It is easy to use. If you are already in the Amazon family through prime it is a no-brainer.I don't believe you can get a better tablet at this price point.
5,I bought these as a starter online browser. It is a very portable pad . Great price.
5,Just what my wife wanted and needed she loved it! It is easy to use and simple to set up!
5,Good tablet for the money. A good add on if you have Amazon prime
4,You can't beat the price. Great deal for what you're paying.
5,We bought it for our 9 yr. Old daughter and she loves it. We do as well. Kindle tablets are great!
5,"its fast, it has good lighting. its got the 16gb space, best gift ive bought for a bookreader."
4,I love it.....Reading E books here is so easyPerfect for price
5,"With a $20 off deal last blackfriday, who will not get it. Much clearer and faster than the other fire HD. Light weight too"
2,"If you shop on Amazon all the time, this will help make it easier still. Lots of ads pop up, and you can't use apps from non-Amazon sources unless you root it, and that is complicated. This is not a realistic alternative to an iPad or Galaxy Note. If you just want to a device to shop on Amazon with, you'll love it."
5,This is my 2nd Fire tablet. I will alwyas need one. Just wish they lasted longer than 4 years.
2,fire tablet is very powerful for the size and does everything!
5,"While there are some apps that are missing due to not using the Google Play Store the list is minimal. The tablet itself is quick, responsive, and noticeable nicer than the 7"" fire. Picked this up when it was on sale for black friday sales. It's great for in front of the TV and catching up on email and light web browsing."
5,Price was fabulous for an entry level tablet. Right on
5,Was impressed how quick and responsive touch and overall speed.Including Alex app.fit in top coat pocket
5,"I have been buying Kindles since they first came out. When ever I want to upgrade Kindle is my chosen brand. I am not very tech savvy and I enjoy watching movies, listening to music and primarily reading. I like the ability to purchase narration for my favorite titles and using text-to-speech for the rest."
4,Have not used these yet as they are Christmas gifts
5,Wife loves this thing. She reads nonstop on it. She can't put it down
4,Nice for the price had to put Google play store on myself but still a nice tablet
5,"This is a really good tablet for adults but especially great for kids as you can load movies or add apps that they can use. The cost is so low you just can't beat it. Plus, the main feature for me was the Amazon Kindle name on the product which puts it way ahead of the no name tablets on the market. Great product and gift."
5,I purchased two of these on Black Friday. What a great purchase. These are very inexpensive and have the ability to do so many things for the kids. I later bought tough cases to keep any damage minimal.
4,I love my kindle. I bought the larger screen after owning 2 previous 7 inch screens.
5,this tablet has the best battery ive ever seen. The picture is great too.
5,LIke that there are lots of apps to choose from. Very user friendly
4,"I wanted a new tablet and saw the 7"" on sale at Christmas, my husband was offered the 8"" for just $10 more, so good value ! Thin and light weight. Easy to start up. I would have liked to have a booklet on featuers and use, etc. Nothing in print came with it other than one paper . Tutorials on set up and where the buttons and slots were. I have enjoyed the quick loading to start, just wish I had a physical booklet on how to's, not just online tutorials."
4,More features In several ways than iPad. This android tablet is really powerful
5,"I bought this for my wife because she plays a lot of games along with my grandson, this is perfect to download all the games they want without taking up space on her iPad."
5,Great to take with me when I need alone time to just surf and read.
4,Love the tablet! Easy to use and easy to take with
5,Awesome tablet! Love using it to read and surf the web.
4,"It matters what preference you prefer with tablets. I mean if you use windows or google more this might not be for you. For me, I use Amazon music, video, books, and shopping so this tablet is awesome. It's made especially for Amazon ecosystem users. Its light and has a nice feel. I live the blue shade option it has for less blue light when reading."
5,Enjoy having the kindle. My son uses all the time for reading. It has helped him improve in his reading skills. We are glad we bought it. Thank you.
5,"This was one of the best birthday presents, I ever purchased for my husband. He said he doesn't use the computer, but he was on my smartphone daily viewing FB. I got him a drone for Christmas and he needed something to view, while it is flying. I researched the Kindle Fire and thought he could practice with it until spring. He farms, so isn't busy in the winter. Thank goodness, because he is busy with his Kindle for hours every day. He thinks it is great and I do too, because now I have my phone back."
5,"I really enjoy reading. So much so I was running out of shelf space. I have read a few books with my I-pad mini but it really didn't do the trick. No so with my new Amazon Fire Hd-8. Handy sized, not the least bit heavy and super bright. Add in the face that digital material from magazines to novels are often as not far cheaper that ""hard copies""."
5,Amazing video quality easy to maneuver wonderful screen size easy set up
4,Great tablet other than the photo image quality is fuzzy and not the best.
5,The Fire HD8 strikes an excellent balance between performance and price. It has many of the features you'd want in a tablet for a fraction of the cost. Works flawlessly for reading and video streaming.
5,"This is my second Kindle and I love it. It's lightweight, simple, and fast. It's convenient for trips and fits in my bag without weighing it down."
5,Bought this as a gift. My mother likes it. It's easy and simple to use.
5,I am loving my fire tablet and I am using it everyday at home and at work on break
4,I will be ordering Amazon fire for my two granddaughters because they love Nana's so much
4,Really beautiful display is great for watching movies and playing games. It is very powerful for the price and you can play lots of games from Amazon for free - they even remove microtransactions from lots of games.Only downside is you need Amazon Prime to get the most out of your tablet
5,"Very little set up, Amazon helpful in setting up the functions. Clear pictures and easy to use. Take pictures both ways"
4,Graphics are great for the price. Would highly recommend.
5,"Bought this for my mom and it was just what she needed and at a great price. Been wanting to get an Ipad for myself, but think this might be a great less expensive option for me as well."
4,The pad worked as I thought but the screen wasn't as vibrant as our iPads. Still a great deal for the price.
5,Perfect thing I needed to read books on and play my games
5,"I'm loving the tablet so far. I really like the Amazon underground, and the Fire OS just updated, so it has Alexa on it now. :)"
5,this tablet is perfect for surfing the internet and following social media
4,"I like the shape and size of this Kindle, and the graphics are good. But if I play a game for very long the charge seems to run out pretty quickly. It is very good for books and for music. I would recommend it for those categories."
5,For its price. Amongst the others I felt this was a deal
5,Perfect size and very responsive. I have 4 of them.
5,"No issues runs games and internet well. ,,,,,,,,,,,,"
4,It is very easy to use for children . We have loved having one and are hoping to buy another one for kids Christmas !!
4,good price for the product. I purchased for my middle school son.
1,"not good, hate it , never buy it again, sucks. done"
5,"Smartphone works on the job for me, but with the Fire I can read instructions and worksheets. It is a useful tool for connecting with both friends and colleagues. 8-inches is the right size for holding in hand and carrying with you. Gives me the information, beats printing everything out, or carrying around a large laptop."
5,Think this will be a great product for my parents it is a Christmas gift.
5,"The Amazon fire tablet is an excellent product. I primarily use it to purchase and read books from Kindle. Also, I use it for my Facebook activity. The battery life is long and it recharges quickly. My 10 year old son also enjoys using it. I would highly recommend this product to others."
5,"My husband is a truck driver and being on the road away from home, he likes to have shows and movies to watch. This has so much space for him to download things to watch."
4,"A great Kindle reader. Easy to order, read and store books. Also speedy for finding Amazon products and ordering them. But the other apps are really slow - too slow."
4,Easy to use as a tablet and easy to use as a ebook reader
4,"Not sure if this is due to the new version but I'm not able to install or even sideload certain apps onto the tablet. Amazon is really trying to lock out non-Amazon apps namely ones from Google. Aside from that though, performance is already and what you'd expect from a tablet in this price range. This was purchased for my mom and it does what's needed and my mom has no complaints thus far."
4,Tablet is working good for what we wanted it to do.
4,"Still waiting for Alexa to function. Several calls to Amazon supportled to conflicting answers on how to get it to work, then told it isnot yet available on all Fire HD 8 tablets."
4,"The Amazon Fire Hd8 has great features. The size is perfect to carry anywhere. Excellent apps and accessible to books, movies, games etc. Clear screen. it was very quick and easy to setup and begin using."
5,"I have had several budget tablet, but this blows them all away. You have to be willing to be invested in the Amazon ecosystem, but it is well worth it."
4,This tablet is a good one for everyday use. It is small but it has a clear image. Not sure if I really wanted one this small but its ok for now.
4,"This does not run Android, so no Google Play store. Amazone apps are moztly the same titles, but not all are available that you can get through Google Play. Bought this for our daughter and she enjoys it. If you have an Amazon Prime subscription you can get a lot more out of this tablet as well."
5,"Bought for daughter, love the parental control and curfew setting"
5,I like the portability of it. I take it with me when I babysit my granddaughter.
4,bought as a gift she loves it great with amazon prime
5,Had the previous version of this tablet and was looking to upgrade. Got this on sale and am very pleased.
5,My daughter love this tablet! Easy to use and carry
5,"The best kindle fire ever, love how quickly the apps run, being able to watch movies, listen to music, etc. on it"
5,The salesman was very good pointed us in the right direction. The tablets are perfect for our triplet grandsons.
5,Excellent value for the price. Super easy to use and set up. Wonderful display. I love the fact that you can add an sd card for more memory unlike the old Kindles. Plus I'm really impressed with the fact the Amazon has such great offers.
5,"I love my kindle. It fast, great pict quality and is so convenient to use. I love using it to watch Netflix. It worth the purchase if you don't want to spend so much money."
5,I love this tablet!! Excellent quality speakers and screen. Lots of storage space. Worth the money!!
5,Bought it for my husband and he loves it. This is perfect for what he wanted it for.
5,Very fast and super easy to use I'm very pleased with this purchase!!
5,It's works really well and don't have any issues at all
4,Tablet is good for beginners and those that like to read
5,The Kindle Fire has great features for the price. The video quality is asstounding.
4,"It worked really well for me as I am unschooled in ipads. I used it while traveling and it was easy to use and did the things I needed, i.e. maps, books downloaded, internet access, youtube, etc.. I don't play games, so cannot comment on that."
5,If you want a tablet to use on a daily basis for facebook or do online purchases you couldn't ask for a better tablet.
5,"I use to read books, watch movies, and get online.. it works great and easy to use."
4,I bought this to replace a Samsung Galaxy Tab 3. I absolutely love the Kindle HD 8. It was easy to set up and very easy to find my way around. The only reason I took off 1 star is that I have found some apps are not available for Kindle. But so far from info I have read online there are ways to resolve this issue.
4,Just a simple kindle. Doesn't have the glass back.
5,Throughly enjoying my fire tablet. Can play games and read books. Am very pleased with it.
5,"Excellent screen , fast response. Almost a steal for that price."
